Data Group,Run,Specimen/Site ID,Specimen or Site Description,Time Scan Start,Time Scan End,Midpoint of Scan Time,"Scan 
Context",Motion Correction,Include in Analysis?,Fiber ID,Da Vinci  Used,Sealing type ,"Bursting
left/ right*
[mmHg]",Other Notes,Energy Applied?,Energy Instrument,Power Delivered,Duration,Time Energy Was Applied,Delta Between Cautery Time and Scan Time,Data Channels Used,BG to Use,Reference Frame,Histopathology Registered?,Annotation Tool?,Deconvolution Performed?,Position Corrected?,,Raw data file,Background file,Deconvolution File,Text File,Video Path,Non-MC Corrected Positions,Refined Positions,Annotation File
PEM,6,,,10:17,10:17,10:17,In Vivo,Not Needed,,G004,Xi,,,Left abdominal wall non-motor nerve vessel,N/A,,,,,,"[CH1, CH2]",Bkg2,31,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_06.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_06.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run6.avi,,,
PEM,7,,,10:53,10:53,10:53,In Vivo,[Needs MC],Discard,G004,Xi,,,,N/A,,,,,,Discard,Bkg2,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,8,,,10:54,10:54,10:54,In Vivo,Not Needed,,G004,Xi,,,Scan during nerve crush,N/A,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_08.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_08.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run8.avi,,,
PEM,9,,,10:54,10:54,10:54,In Vivo,Not Needed,,G004,Xi,,,Post nerve crush (with needle driver 8 mm in FOV),N/A,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_09.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_09.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run9.avi,,,
PEM,10,,,10:55,10:56,10:55,In Vivo,[Needs MC],,G004,Xi,,,Post nerve crush (without needle driver 8 mm in FOV),N/A,,,,,,"[CH1, CH2]",Bkg2,1187,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_10.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run10.avi,,,
PEM,11,,,11:05,11:05,11:05,In Vivo,Not Needed,,G004,Xi,,,Precautery scan (nerve); Baseline before cautery applied,Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_11.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_11.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run11.avi,,,
PEM,12,,,11:05,11:08,11:06,In Vivo,[Needs MC],,G004,Xi,,,Area 1 - Direct Nerve Cautery,Yes - Before Scan,,10 Watts,,,,"[CH1, CH2]",Bkg2,1409,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_12.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_12.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run12.avi,,,
PEM,13,,,11:09,11:10,11:09,In Vivo,Not Needed,,G004,Xi,,,Area 2 - Direct Nerve Cautery,Yes - Before Scan,,10 Watts,,,,"[CH1, CH2]",Bkg2,561,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_13.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_13.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run13.avi,,,
PEM,14,,,11:19,11:19,11:19,In Vivo,Not Needed,,G004,Xi,,,Skeletal Muscle Baseline (Pre-Cautery),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,791,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_14.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_14.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run14.avi,,,
PEM,15,,,11:23,11:23,11:23,In Vivo,Not Needed,,G004,Xi,,,Skeletal Muscle Cautery Area 1,Yes - Before Scan,,30 Watts,3 seconds,,,"[CH1, CH2]",Bkg2,61,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_15.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_15.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run15.avi,,,
PEM,16,,,11:23,11:23,11:23,In Vivo,Not Needed,,G004,Xi,,,Skeletal Muscle Cautery Area 2,Yes - Before Scan,,16 Watts,0.5 seconds,,,"[CH1, CH2]",Bkg2,570,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_16.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_16.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run16.avi,,,
PEM,17,,,11:24,11:24,11:24,In Vivo,Not Needed,,G004,Xi,,,Skeletal Muscle Cautery Area 3,Yes - Before Scan,,80 Watts,3.5 seconds,,,"[CH1, CH2]",Bkg2,808,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_17.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_17.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run17.avi,,,
PEM,18,,,11:26,11:26,11:26,In Vivo,[Needs MC],,G004,Xi,,,Revisit Nerve at Different Timepoint (Cautery),Yes - After Scan,,10 Watts,,,,"[CH1, CH2]",Bkg2,31,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_18.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_18.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run18.avi,,,
PEM,19,,,11:29,11:30,11:29,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 1),Yes - Before Scan,,30 Watts,3 seconds,,,"[CH1, CH2]",Bkg2,41,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_19.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_19.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run19.avi,,,
PEM,20,,,11:30,11:31,11:30,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 2),Yes - Before Scan,,16 Watts,0.5 seconds,,,"[CH1, CH2]",Bkg2,444,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_20.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_20.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run20.avi,,,
PEM,21,,,11:31,11:31,11:31,In Vivo,[Needs MC],,G004,Xi,,,Muscle Revisit (Area 3),Yes - Before Scan,,80 Watts,3.5 seconds,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_21.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_21.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run21.avi,,,
PEM,22,,,11:31,11:31,11:31,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,23,,,11:32,11:32,11:32,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 3),Yes - Before Scan,,80 Watts,3.5 seconds,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_23.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_23.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run23.avi,,,
PEM,24,,,11:35,11:35,11:35,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,25,,,11:35,11:36,11:35,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 1),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,651,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_25.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_25.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run25.avi,,,
PEM,26,,,11:37,11:37,11:37,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Cautery (Area 1),Yes - Before Scan,,10 Watts (Setting 1),,,,"[CH1, CH2]",Bkg2,789,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_26.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_26.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run26.avi,,,
PEM,27,,,11:38,11:38,11:38,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 2),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,194,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_27.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_27.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run27.avi,,,
PEM,28,,,11:40,11:40,11:40,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,29,,,11:40,11:40,11:40,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Cautery (Area 2),Yes - Before Scan,,10 Watts (Setting 1),,,,"[CH1, CH2]",Bkg2,41,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_29.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_29.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run29.avi,,,
PEM,30,,,11:42,11:42,11:42,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 1),Yes - Before Scan,,30 Watts,3 seconds,,,"[CH1, CH2]",Bkg2,101,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_30.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_30.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run30.avi,,,
PEM,31,,,11:43,11:44,11:43,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 2),Yes - Before Scan,,16 Watts,0.5 seconds,,,"[CH1, CH2]",Bkg2,551,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_31.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_31.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run31.avi,,,
PEM,32,,,11:46,11:46,11:46,In Vivo,Not Needed,,G004,Xi,,,Muscle Revisit (Area 3),Yes - Before Scan,,80 Watts,3.5 seconds,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_32.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_32.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run32.avi,,,
PEM,33,,,11:47,11:47,11:47,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,34,,,11:47,11:48,11:47,In Vivo,Not Needed,,G004,Xi,,,"Muscle Revisit (Raster Areas 1,2)",Yes - Before Scan,,16 & 30 Watts,0.5 & 3 seconds respectivley,,,"[CH1, CH2]",Bkg2,578,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_34.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_34.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run34.avi,,,
PEM,35,,,11:48,11:49,11:48,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Cautery (Area 1),Yes - Before Scan,,10 Watts (Setting 1),,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_35.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_35.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run35.avi,,,
PEM,36,,,11:49,11:49,11:49,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Cautery (Area 2),Yes - Before Scan,,10 Watts (Setting 1),,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_36.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_36.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run36.avi,,,
PEM,37,,,11:50,11:50,11:50,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 3),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,201,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_37.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_37.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run37.avi,,,
PEM,38,,,11:51,11:52,11:51,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 3),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_38.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_38.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run38.avi,,,
PEM,39,,,11:54,11:54,11:54,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 3),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,448,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_39.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_39.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run39.avi,,,
PEM,40,,,11:54,11:55,11:54,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Energy,Yes - Before Scan,Coviden Force Fx Electrosurgical Generator,Fulgrate Coagulation Setting 1,1 second,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_40.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_40.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run40.avi,,,
PEM,41,,,12:01,12:01,12:01,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,42,,,12:02,12:02,12:02,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 4),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_42.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_42.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run42.avi,,,
PEM,43,,,12:03,12:03,12:03,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Energy (Area 4),Yes - Before Scan,Coviden Force Fx Electrosurgical Generator,Cut Pure Energy 1,1 second,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_43.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_43.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run43.avi,,,
PEM,44,,,12:04,12:04,12:04,In Vivo,Not Needed,,G004,Xi,,,Bowel Baseline (Area 5),Yes - After Scan,,,,,,"[CH1, CH2]",Bkg2,461,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_44.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_44.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run44.avi,,,
PEM,45,,,12:05,12:05,12:05,In Vivo,Not Needed,,G004,Xi,,,Bowel Post-Energy (Area 5),Yes - Before Scan,Coviden Force Fx Electrosurgical Generator,Fulgrate Coagulation Setting 1,1 second,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_45.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_45.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run45.avi,,,
PEM,46,,,12:05,12:05,12:05,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
